Date,Symbol,Invested Amount,Absolute Profit,Yield Per Day,Age of Stock,Profit Percentage,ROI per day
7/18/2025,SOLARINDS,31550.0,-1684.0,-421.0,4,-5.337559429,-1.334389857
7/18/2025,TATAMOTORS,52964.85,-12206.85,-45.04372694,271,-23.04707745,-0.085044566
7/18/2025,TATATECH,25477.95002,-412.700015,-3.857009486,107,-1.619832109,-0.015138618
7/18/2025,VBL,14458.47561,570.324391,15.84234419,36,3.944567923,0.109571331
2025-07-21,AARTIIND,40887.24997,-9954.249969999995,-32.63688514754097,305,-24.345608905719217,-0.0798216685433416
2025-07-21,AGARIND,18977.0,685.0,29.782608695652176,23,3.609632713284504,0.1569405527515001
2025-07-21,BAJAJHFL,17609.300010000003,-370.5000100000034,-2.1171429142857336,175,-2.1040019182454905,-0.0120228681042599
2025-07-21,CAPITALSFB,11280.0,1708.0,94.88888888888889,18,15.141843971631204,0.8412135539795114
2025-07-21,COALINDIA,29497.999928,-101.19992799999818,-3.0666644848484297,33,-0.3430738634721383,-0.0103961776809738
2025-07-21,DATAPATTNS,8487.900000000001,-304.5000000000009,-43.50000000000013,7,-3.5874597957091963,-0.5124942565298852
2025-07-21,DEEDEV,9724.299981,286.250019000001,40.892859857142994,7,2.94365681395366,0.42052240199338
2025-07-21,ELECTCAST,19707.49995,-2157.4999499999976,-14.577702364864848,148,-10.947608552448571,-0.0739703280570849
2025-07-21,FINPIPE,16376.296547,-95.18654699999934,-7.932212249999945,12,-0.5812458679336551,-0.0484371556611379
2025-07-21,GAEL,12480.89997,-386.3999700000004,-8.586666000000008,45,-3.0959303490035133,-0.068798452200078
2025-07-21,GOACARBON,19530.0,14.0,0.7368421052631579,19,0.07168458781362,0.0037728730428221
2025-07-21,HGINFRA,9562.399992,237.7000079999998,13.982353411764691,17,2.485777714787732,0.1462222185169253
2025-07-21,INFY,13059.2,-382.4000000000015,-11.587878787878832,33,-2.9282038716001093,-0.0887334506545487
2025-07-21,INOXWIND,27009.449999,-146.59999900000184,-14.659999900000184,10,-0.5427729887333121,-0.0542772988733312
2025-07-21,IRCTC,38434.3,-7610.299999999996,-23.27308868501528,327,-19.80080292863405,-0.0605529141548442
2025-07-21,ITC,19159.0,165.60000000000218,3.851162790697725,43,0.8643457382953296,0.0201010636812867
2025-07-21,ITDC,9659.85,75.35000000000036,3.9657894736842296,19,0.7800328162445624,0.0410543587497138
2025-07-21,JINDALSAW,12100.0,-662.0,-26.48,25,-5.471074380165289,-0.2188429752066115
2025-07-21,LODHA,8394.0,298.2000000000007,14.200000000000037,21,3.552537526804869,0.1691684536573747
2025-07-21,LUXIND,8676.0,135.59999999999854,7.1368421052630815,19,1.5629322268326251,0.0822595908859276
2025-07-21,NCC,19110.009995,237.6900050000004,6.6025001388889,36,1.2437984337119148,0.0345499564919976
2025-07-21,PERSISTENT,11160.0,384.0,38.4,10,3.4408602150537635,0.3440860215053763
2025-07-21,PNCINFRA,21780.24996,276.750039999999,1.4565791578947316,190,1.2706467579952374,0.0066876145157644
2025-07-21,POLYPLEX,55370.849977,-2401.849976999998,-68.6242850571428,35,-4.337751683417684,-0.1239357623833624
2025-07-21,PRICOLLTD,9572.85,-304.5,0.0,0,-3.18087090051552,0.0
2025-07-21,RAJESHEXPO,33522.0,-13422.0,-56.8728813559322,236,-40.03937712546984,-0.1696583776502959
2025-07-21,SHAILY,30545.299998,-483.49999800000296,-17.267857071428676,28,-1.5828949070124072,-0.0565319609647288
2025-07-21,SOLARINDS,46550.000001,-1739.0000010000003,-217.37500012500004,8,-3.735767993475065,-0.4669709991843831
2025-07-21,TATAMOTORS,52964.85,-11717.85,-42.76587591240875,274,-22.123823630200025,-0.0807438818620438
2025-07-21,TATATECH,25477.94998,-407.4499799999976,-3.7040907272727055,110,-1.5992259201381698,-0.0145384174558015
2025-07-21,VBL,14397.500004,769.2499960000005,19.724358871794884,39,5.34294145362933,0.1369984988110084
2025-07-22,AARTIIND,40887.24997,-11277.249969999995,-36.85375807189541,306,-27.581336427063203,-0.0901350863629516
2025-07-22,AGARIND,18977.0,623.0,25.95833333333333,24,3.282921431206197,0.1367883929669248
2025-07-22,BAJAJHFL,17609.299868,-363.3998679999968,-2.3146488407643107,157,-2.063681524671943,-0.0131444683100123
2025-07-22,CAPITALSFB,11280.0,1482.0,78.0,19,13.138297872340427,0.6914893617021277
2025-07-22,CENTRALBK,9944.1,-26.100000000000364,-26.100000000000364,1,-0.2624671916010535,-0.2624671916010535
2025-07-22,COALINDIA,29497.999928,73.60007200000473,2.164708000000139,34,0.2495086859436266,0.0073384907630478
2025-07-22,DATAPATTNS,8487.900000000001,-63.60000000000218,-7.950000000000273,8,-0.7493019474782003,-0.093662743434775
2025-07-22,DEEDEV,9724.299981,208.70001899999988,26.087502374999985,8,2.146170103840608,0.268271262980076
2025-07-22,ELECTCAST,19707.49995,-2652.4999499999976,-17.802013087248305,149,-13.459342670200025,-0.0903311588604028
2025-07-22,FINPIPE,16376.219996,-403.2099959999996,-31.016153538461506,13,-2.46216768032236,-0.1893975138709507
2025-07-22,GAEL,12480.89997,-365.4999700000008,-7.945651521739147,46,-2.928474476027715,-0.0636624886092981
2025-07-22,GOACARBON,19530.0,-6.0,-0.3,20,-0.0307219662058371,-0.0015360983102918
2025-07-22,HGINFRA,0.0,0.0,0.0,0,0.0,0.0
2025-07-22,INFY,13059.2,-498.4000000000015,-14.658823529411809,34,-3.81646655231562,-0.112249016244577
2025-07-22,INOXWIND,27009.449999,-323.6999990000004,-29.42727263636367,11,-1.198469420932248,-0.1089517655392952
2025-07-22,IRCTC,38434.3,-8004.299999999996,-24.40335365853657,328,-20.825928922863163,-0.0634936857404364
2025-07-22,ITC,14994.0,-14.399999999999636,-0.3348837209302241,43,-0.096038415366144,-0.0022334515201428
2025-07-22,ITDC,9659.85,-33.45000000000073,-1.6725000000000363,20,-0.346278668923438,-0.0173139334461719
2025-07-22,JINDALSAW,12100.0,-845.0,-32.5,26,-6.983471074380166,-0.268595041322314
2025-07-22,LODHA,8394.0,259.7999999999993,11.809090909090877,22,3.095067905646882,0.140684904802131
2025-07-22,LUXIND,8676.0,-2.400000000001455,-0.1200000000000727,20,-0.02766251728909,-0.0013831258644545
2025-07-22,MGL,9042.3,-132.59999999999854,-132.59999999999854,1,-1.4664410603496738,-1.4664410603496738
2025-07-22,NCC,19110.009995,220.6900050000004,5.96459472972974,37,1.1548398198522258,0.0312118870230331
2025-07-22,PERSISTENT,11160.0,303.0,27.545454545454547,11,2.71505376344086,0.2468230694037145
2025-07-22,PNCINFRA,21780.24996,234.750039999999,1.2290578010471152,191,1.0778115055204769,0.0056429921754998
2025-07-22,POLYPLEX,55370.849977,-2401.849976999998,-66.71805491666662,36,-4.337751683417684,-0.1204931023171578
2025-07-22,PRICOLLTD,19362.849991,-614.8499909999991,-122.96999819999982,5,-3.1754105996058746,-0.6350821199211749
2025-07-22,RAJESHEXPO,33522.0,-13562.0,-57.22362869198312,237,-40.45701330469542,-0.1707046974881663
2025-07-22,SHAILY,25454.416665,-1004.4166650000006,-37.20061722222225,27,-3.945942577348789,-0.1461460213832885
2025-07-22,SOLARINDS,46549.999998,-1715.1499979999935,-190.57222199999927,9,-3.684532756334445,-0.409392528481605
2025-07-22,TATAMOTORS,52964.85,-12560.85,-45.67581818181818,275,-23.715445243401987,-0.0862379827032799
2025-07-22,TATATECH,25477.94998,-445.9499799999976,-4.017567387387365,111,-1.7503369790350678,-0.0157688016129285
2025-07-22,VBL,0.0,0.0,0.0,0,0.0,0.0
2025-07-22,ZAGGLE,9720.0,182.40000000000143,182.40000000000143,1,1.8765432098765584,1.8765432098765584
2025-07-23,AARTIIND,40887.24997,-11399.749969999995,-37.13273605863191,307,-27.880940827187644,-0.0908173968312301
2025-07-23,AGARIND,18977.0,342.0,13.68,25,1.8021815882383936,0.0720872635295357
2025-07-23,BAJAJHFL,18825.300016,-266.1000160000003,-1.6127273696969715,165,-1.413523374256116,-0.0085668083288249
2025-07-23,CAPITALSFB,0.0,0.0,0.0,0,0.0,0.0
2025-07-23,CENTRALBK,9944.1,-99.18000000000028,-49.59000000000015,2,-0.9973753280839924,-0.4986876640419962
2025-07-23,COALINDIA,29497.999928,157.20007200000327,4.491430628571522,35,0.5329177313163741,0.0152262208947535
2025-07-23,DATAPATTNS,8487.900000000001,-171.75,-19.08333333333333,9,-2.02346870250592,-0.2248298558339911
2025-07-23,DEEDEV,9724.299981,215.30001900000025,23.92222433333336,9,2.214041313211934,0.2460045903568815
2025-07-23,ELECTCAST,19707.49995,-2622.4999499999976,-17.483332999999984,150,-13.307116360033266,-0.0887141090668884
2025-07-23,FINPIPE,16376.219996,-197.01999599999908,-16.418332999999922,12,-1.203085913892965,-0.1002571594910804
2025-07-23,GAEL,12480.89997,-243.3999700000004,-9.361537307692323,26,-1.9501796391690844,-0.0750069091988109
2025-07-23,GOACARBON,19530.0,70.0,3.333333333333333,21,0.3584229390681003,0.0170677590032428
2025-07-23,INFY,13059.2,-376.0,-13.925925925925926,27,-2.8791962754226903,-0.1066368990897292
2025-07-23,INOXWIND,27009.449999,-455.7199990000008,-37.976666583333405,12,-1.687261306753279,-0.1406051088961065
2025-07-23,IRCTC,38434.3,-8034.299999999996,-24.420364741641325,329,-20.90398420161157,-0.0635379459015549
2025-07-23,ITC,14978.999988,-40.79998800000067,-0.9272724545454696,44,-0.2723812539734723,-0.0061904830448516
2025-07-23,ITDC,9659.85,-83.05000000000109,-3.954761904761957,21,-0.8597441989264956,-0.0409401999488807
2025-07-23,JINDALSAW,12100.0,-842.5,-31.203703703703702,27,-6.962809917355372,-0.2578818487909397
2025-07-23,LODHA,8394.0,-354.0,-17.7,20,-4.217298070050036,-0.2108649035025017
2025-07-23,LUXIND,8676.0,-67.20000000000073,-3.200000000000035,21,-0.7745504840940609,-0.0368833563854314
2025-07-23,MGL,9042.3,-213.29999999999927,-106.64999999999964,2,-2.358913108390557,-1.1794565541952784
2025-07-23,NCC,14613.537055,-73.03705499999887,-1.973974459459429,37,-0.4997903979379814,-0.0135078485929184
2025-07-23,PERSISTENT,11160.0,25.39999999999964,2.1166666666666365,12,0.2275985663082405,0.0189665471923533
2025-07-23,PNCINFRA,21780.24996,220.750039999999,1.1497397916666614,192,1.0135330880288895,0.0052788181668171
2025-07-23,POLYPLEX,55370.849977,-2392.4499769999966,-64.66081018918909,37,-4.320775241835325,-0.1167777092387925
2025-07-23,PRICOLLTD,19362.849991,-743.8499909999991,-743.8499909999991,1,-3.841634838599412,-3.841634838599412
2025-07-23,RAJESHEXPO,33522.0,-13722.0,-57.65546218487395,238,-40.93431179523895,-0.1719929067026846
2025-07-23,SHAILY,25217.500005,-769.750004999998,-27.49107160714279,28,-3.05244375868891,-0.1090158485246039
2025-07-23,SOLARINDS,46549.999998,-2053.849998000005,-205.3849998000005,10,-4.412137482466698,-0.4412137482466698
2025-07-23,TATAMOTORS,52964.85,-11726.85,-42.488586956521736,276,-22.14081603176446,-0.0802203479411755
2025-07-23,TATATECH,25477.94998,-487.9499799999976,-4.356696249999978,112,-1.9151854069225929,-0.017099869704666
2025-07-23,ZAGGLE,9720.0,144.0,72.0,2,1.4814814814814816,0.7407407407407408
2025-07-24,AARTIIND,40887.24997,-10650.749969999995,-34.580357045454534,308,-26.049073923569622,-0.084574915336265
2025-07-24,AGARIND,0.0,0.0,0.0,0,0.0,0.0
2025-07-24,BAJAJHFL,18825.299864,-614.1798640000015,-3.69987869879519,166,-3.2625236699390383,-0.0196537570478255
2025-07-24,CENTRALBK,9944.1,-109.6200000000008,-36.54000000000027,3,-1.1023622047244177,-0.3674540682414725
2025-07-24,COALINDIA,29497.999928,-199.99992799999745,-5.555553555555485,36,-0.6780118261853888,-0.018833661838483
2025-07-24,DATAPATTNS,8487.900000000001,-150.45000000000073,-15.045000000000073,10,-1.7725232389637091,-0.1772523238963709
2025-07-24,DEEDEV,9724.299981,164.1500189999988,16.41500189999988,10,1.6880394405841683,0.1688039440584168
2025-07-24,ELECTCAST,19707.49995,-2067.4999499999976,-16.80894268292681,123,-10.490929621948307,-0.0852921107475472
2025-07-24,FINPIPE,18411.21996,368.6700400000009,26.33357428571435,14,2.0024204849052323,0.143030034636088
2025-07-24,GAEL,15825.90002,-313.9000199999992,-8.260526842105241,38,-1.983457620756529,-0.0521962531778034
2025-07-24,GOACARBON,19530.0,-46.0,-2.090909090909091,22,-0.2355350742447516,-0.0107061397383978
2025-07-24,INFY,16219.2,-725.2000000000007,-25.006896551724164,29,-4.47124395777844,-0.154180826130291
2025-07-24,INOXWIND,27009.449999,-1007.9499990000004,-77.53461530769233,13,-3.731841999882704,-0.2870647692217464
2025-07-24,IRCTC,38434.3,-8136.299999999996,-24.65545454545453,330,-21.169372149356164,-0.0641496125738065
2025-07-24,ITC,14978.999988,-215.3999879999992,-4.786666399999983,45,-1.4380131395457694,-0.0319558475454615
2025-07-24,ITDC,9659.85,-75.85000000000036,-3.447727272727289,22,-0.7852088800550769,-0.0356913127297762
2025-07-24,JINDALSAW,12100.0,-750.5,-26.803571428571427,28,-6.202479338842975,-0.2215171192443919
2025-07-24,LODHA,9751.100002,-464.2000020000014,-22.10476200000007,21,-4.760488579799116,-0.2266899323713864
2025-07-24,LUXIND,8676.0,-61.20000000000073,-2.781818181818215,22,-0.7053941908713777,-0.0320633723123353
2025-07-24,MGL,9042.3,-554.7000000000007,-184.90000000000023,3,-6.134501177797693,-2.0448337259325644
2025-07-24,NCC,14585.409995,16.84000500000002,0.44315802631579,38,0.1154578788376392,0.0030383652325694
2025-07-24,PERSISTENT,11160.0,-806.0,0.0,0,-7.222222222222221,0.0
2025-07-24,PNCINFRA,18668.78568,93.21431999999912,0.5149962430939179,181,0.499305748096194,0.0027585952933491
2025-07-24,POLYPLEX,55370.849977,-2197.399977000001,-57.82631518421055,38,-3.968514079001423,-0.1044345810263532
2025-07-24,PRICOLLTD,29265.500022,170.49997799999983,34.099995599999964,5,0.5825971805430573,0.1165194361086114
2025-07-24,RAJESHEXPO,33522.0,-13416.0,-56.13389121338912,239,-40.02147843207446,-0.1674538846530312
2025-07-24,SHAILY,25217.49999,-842.4999900000003,-32.40384576923078,26,-3.340933836954868,-0.1284974552674949
2025-07-24,SOLARINDS,46549.999998,-2431.999998,-221.09090890909084,11,-5.224489791846378,-0.4749536174405798
2025-07-24,TATAMOTORS,52964.85,-10988.85,-39.67093862815884,277,-20.747439103480893,-0.0749005021786313
2025-07-24,TATATECH,25477.94998,-347.9499799999976,-3.079203362831837,113,-1.3656906472975092,-0.0120857579406859
2025-07-24,ZAGGLE,9720.0,8.400000000001455,2.800000000000485,3,0.0864197530864347,0.0288065843621449
2025-07-25,AARTIIND,40887.24997,-10769.749969999995,-34.85355977346278,309,-26.340118197976224,-0.0852431009643243
2025-07-25,AWFIS,9195.0,-90.0,-5.294117647058823,17,-0.9787928221859704,-0.0575760483638806
2025-07-25,BAJAJHFL,18825.299864,-1038.2598639999997,-6.217124934131735,167,-5.5152367903869886,-0.0330253700023173
2025-07-25,CENTRALBK,9944.1,-326.25,0.0,0,-3.2808398950131235,0.0
2025-07-25,COALINDIA,23676.026258,-447.2262579999988,-13.552310848484812,33,-1.8889413836871527,-0.0572406479905197
2025-07-25,DATAPATTNS,8487.900000000001,-455.7000000000007,-41.42727272727279,11,-5.368819142544099,-0.488074467504009
2025-07-25,DEEDEV,9724.299981,131.1500189999988,11.92272899999989,11,1.348683393727555,0.1226075812479595
2025-07-25,ELECTCAST,22055.70004,-2386.700039999996,-17.679259555555525,135,-10.821239115836272,-0.0801573267839723
2025-07-25,FINPIPE,18411.21996,164.86003999999957,10.990669333333305,15,0.8954324610654404,0.0596954974043626
2025-07-25,GAEL,15825.89988,-1057.2998800000005,-32.03939030303032,33,-6.680819972431169,-0.2024490900736718
2025-07-25,GOACARBON,14600.00001,-239.0000099999997,-10.391304782608684,23,-1.6369863687417885,-0.0711733203800777
